"neighid","familywealth","socialcapital","dadocc","dadunemp","dadeduc","momeduc","male","deprive"
243,-0.360000014305115,-8.02799987792969,-3.4539999961853,0,0,0,1,0.377000004053116
245,-1.32760000228882,-9.02799987792969,-3.4539999961853,0,0,0,0,0.83899998664856
245,-1.32760000228882,-17.0279998779297,-11.4940004348755,0,0,0,0,0.83899998664856
247,1.51769995689392,-0.0280000008642673,2.31599998474121,0,0,0,1,1.01900005340576
247,1.14049994945526,15.9720001220703,29.2259998321533,0,1,0,0,1.01900005340576
247,-0.581200003623962,-8.02799987792969,-3.4539999961853,0,0,0,0,1.01900005340576
248,-0.360000014305115,-3.02800011634827,-3.4539999961853,0,0,0,0,0.675999999046326
248,0.264099985361099,-0.0280000008642673,-3.4539999961853,0,0,0,0,0.675999999046326
248,0.158199995756149,-4.02799987792969,-23.4540004730225,0,0,0,0,0.675999999046326
248,-0.132499992847443,-12.0279998779297,-3.4539999961853,0,0,0,1,0.675999999046326
248,0.0293000005185604,-2.02800011634827,-3.4539999961853,0,0,0,0,0.675999999046326
248,-1.32760000228882,-1.02799999713898,2.31599998474121,0,0,0,1,0.675999999046326
249,0.735000014305115,2.97199988365173,-11.4940004348755,0,0,0,0,0.0109999999403954
249,0.391699999570847,6.97200012207031,-11.4940004348755,0,0,0,0,0.0109999999403954
249,-1.32760000228882,-18.0279998779297,-11.4940004348755,0,0,0,0,0.0109999999403954
249,0.264099985361099,2.97199988365173,16.1959991455078,0,1,1,0,0.0109999999403954
249,0.158199995756149,17.9720001220703,-9.0939998626709,0,0,0,0,0.0109999999403954
249,0.264099985361099,6.97200012207031,-3.4539999961853,0,1,0,0,0.0109999999403954
249,0.391699999570847,3.97199988365173,-23.4540004730225,0,0,0,1,0.0109999999403954
250,-0.360000014305115,-2.02800011634827,-11.4940004348755,0,1,1,0,0.917999982833862
251,0.912699997425079,9.97200012207031,29.2259998321533,0,1,1,0,-0.0970000028610229
251,-1.32760000228882,-23.0279998779297,-9.0939998626709,0,0,0,0,-0.0970000028610229
251,-1.32760000228882,-11.0279998779297,2.31599998474121,0,0,0,1,-0.0970000028610229
251,-1.32760000228882,-27.0279998779297,-23.4540004730225,0,0,0,1,-0.0970000028610229
251,0.0293000005185604,-2.02800011634827,-3.4539999961853,0,1,0,0,-0.0970000028610229
252,-1.32760000228882,-1.02799999713898,-23.4540004730225,0,0,0,0,-0.616999983787537
252,2.41510009765625,2.97199988365173,2.31599998474121,0,0,0,0,-0.616999983787537
252,1.51769995689392,11.9720001220703,29.2259998321533,0,0,0,0,-0.616999983787537
252,-0.360000014305115,-11.0279998779297,29.2259998321533,0,1,1,1,-0.616999983787537
252,0.735000014305115,5.97200012207031,-9.0939998626709,0,0,0,0,-0.616999983787537
253,-0.360000014305115,-5.02799987792969,-3.4539999961853,0,0,0,1,0.462000012397766
253,0.264099985361099,-8.02799987792969,-9.0939998626709,0,0,1,1,0.462000012397766
253,-1.32760000228882,-27.0279998779297,-23.4540004730225,0,0,0,1,0.462000012397766
256,1.51769995689392,0.972000002861023,16.1959991455078,0,0,0,0,0.829999983310699
256,-1.32760000228882,-8.02799987792969,-3.4539999961853,0,0,0,0,0.829999983310699
258,0.264099985361099,-1.02799999713898,16.1959991455078,0,0,0,0,-1.04799997806549
258,1.14049994945526,19.9720001220703,16.1959991455078,0,0,1,0,-1.04799997806549
258,0.735000014305115,7.97200012207031,29.2259998321533,0,1,1,1,-1.04799997806549
258,1.51769995689392,13.9720001220703,16.1959991455078,0,0,1,0,-1.04799997806549
258,0.158199995756149,0.972000002861023,2.31599998474121,0,0,0,0,-1.04799997806549
259,0.735000014305115,20.9720001220703,-3.4539999961853,0,0,0,0,-0.931999981403351
259,1.14049994945526,-5.02799987792969,16.1959991455078,0,1,0,1,-0.931999981403351
259,0.912699997425079,15.9720001220703,2.31599998474121,0,1,1,0,-0.931999981403351
259,2.41510009765625,16.9720001220703,-11.4940004348755,0,1,1,0,-0.931999981403351
259,1.14049994945526,9.97200012207031,29.2259998321533,0,1,1,1,-0.931999981403351
259,-0.581200003623962,-3.02800011634827,16.1959991455078,0,0,0,0,-0.931999981403351
259,1.14049994945526,14.9720001220703,16.1959991455078,0,1,0,1,-0.931999981403351
259,1.51769995689392,10.9720001220703,-3.4539999961853,0,1,0,1,-0.931999981403351
259,1.51769995689392,12.9720001220703,16.1959991455078,0,0,0,0,-0.931999981403351
260,-0.360000014305115,-4.02799987792969,-3.4539999961853,0,0,0,1,-1.02999997138977
260,1.14049994945526,17.9720001220703,2.31599998474121,0,1,1,1,-1.02999997138977
260,1.51769995689392,17.9720001220703,2.31599998474121,0,0,0,0,-1.02999997138977
260,2.41510009765625,16.9720001220703,-3.4539999961853,0,0,0,0,-1.02999997138977
260,2.41510009765625,7.97200012207031,-3.4539999961853,0,0,0,1,-1.02999997138977
260,0.912699997425079,0.972000002861023,16.1959991455078,0,1,1,1,-1.02999997138977
260,1.51769995689392,17.9720001220703,2.31599998474121,0,0,0,0,-1.02999997138977
261,1.14049994945526,3.97199988365173,29.2259998321533,0,0,1,0,-0.716000020503998
261,2.41510009765625,8.97200012207031,29.2259998321533,0,1,0,0,-0.716000020503998
261,2.41510009765625,7.97200012207031,-11.4940004348755,0,1,0,0,-0.716000020503998
261,0.560999989509583,10.9720001220703,29.2259998321533,0,1,1,1,-0.716000020503998
261,0.912699997425079,42.9720001220703,-3.4539999961853,0,1,0,1,-0.716000020503998
261,0.560999989509583,7.97200012207031,16.1959991455078,0,1,0,0,-0.716000020503998
261,0.912699997425079,7.97200012207031,2.31599998474121,0,0,0,0,-0.716000020503998
262,0.735000014305115,4.97200012207031,-3.4539999961853,0,0,0,1,-0.559000015258789
262,0.0293000005185604,9.97200012207031,2.31599998474121,0,0,0,1,-0.559000015258789
262,-0.360000014305115,8.97200012207031,-3.4539999961853,0,0,0,0,-0.559000015258789
262,-1.32760000228882,-1.02799999713898,29.2259998321533,0,1,1,1,-0.559000015258789
262,-0.360000014305115,-0.0280000008642673,29.2259998321533,0,0,0,1,-0.559000015258789
262,0.0293000005185604,2.97199988365173,2.31599998474121,0,1,0,0,-0.559000015258789
262,0.735000014305115,6.97200012207031,29.2259998321533,0,1,1,1,-0.559000015258789
263,0.560999989509583,5.97200012207031,16.1959991455078,0,0,1,1,-0.735000014305115
263,0.912699997425079,5.97200012207031,29.2259998321533,0,1,1,0,-0.735000014305115
263,0.735000014305115,16.9720001220703,-9.0939998626709,0,0,0,1,-0.735000014305115
263,0.264099985361099,13.9720001220703,16.1959991455078,0,1,0,1,-0.735000014305115
263,2.41510009765625,10.9720001220703,29.2259998321533,0,0,1,1,-0.735000014305115
263,1.14049994945526,4.97200012207031,-3.4539999961853,0,0,0,0,-0.735000014305115
263,0.264099985361099,1.97200000286102,16.1959991455078,1,1,0,0,-0.735000014305115
263,0.391699999570847,-3.02800011634827,2.31599998474121,0,0,0,0,-0.735000014305115
263,0.391699999570847,0.972000002861023,-9.0939998626709,0,0,0,1,-0.735000014305115
263,0.391699999570847,4.97200012207031,-3.4539999961853,0,0,1,0,-0.735000014305115
263,1.14049994945526,5.97200012207031,-11.4940004348755,0,1,0,0,-0.735000014305115
263,1.51769995689392,6.97200012207031,16.1959991455078,0,1,1,1,-0.735000014305115
263,1.51769995689392,16.9720001220703,16.1959991455078,0,1,0,1,-0.735000014305115
263,1.51769995689392,11.9720001220703,16.1959991455078,0,1,1,0,-0.735000014305115
263,0.158199995756149,-1.02799999713898,-3.4539999961853,0,0,0,1,-0.735000014305115
263,-0.360000014305115,-7.02799987792969,2.31599998474121,0,0,0,1,-0.735000014305115
264,0.264099985361099,12.9720001220703,2.31599998474121,0,0,1,0,-0.705999970436096
264,-1.32760000228882,-9.02799987792969,-9.0939998626709,0,1,0,0,-0.705999970436096
264,1.14049994945526,4.97200012207031,16.1959991455078,0,0,0,1,-0.705999970436096
264,0.560999989509583,-5.02799987792969,16.1959991455078,0,1,1,0,-0.705999970436096
264,1.51769995689392,17.9720001220703,16.1959991455078,0,1,1,0,-0.705999970436096
264,1.14049994945526,5.97200012207031,-9.0939998626709,0,1,0,1,-0.705999970436096
264,0.735000014305115,-0.0280000008642673,-3.4539999961853,0,1,1,1,-0.705999970436096
265,1.51769995689392,12.9720001220703,16.1959991455078,0,1,1,0,-0.930999994277954
265,0.735000014305115,12.9720001220703,16.1959991455078,0,1,1,1,-0.930999994277954
265,1.14049994945526,10.9720001220703,16.1959991455078,0,0,1,0,-0.930999994277954
265,0.391699999570847,9.97200012207031,16.1959991455078,0,1,1,0,-0.930999994277954
265,0.264099985361099,-4.02799987792969,2.31599998474121,0,1,0,0,-0.930999994277954
265,0.912699997425079,4.97200012207031,16.1959991455078,0,1,1,0,-0.930999994277954
265,-0.360000014305115,-8.02799987792969,-3.4539999961853,0,0,1,1,-0.930999994277954
265,0.735000014305115,-2.02800011634827,16.1959991455078,0,0,0,1,-0.930999994277954
266,0.735000014305115,2.97199988365173,-3.4539999961853,0,0,0,0,-0.84799998998642
266,0.735000014305115,1.97200000286102,16.1959991455078,0,1,0,0,-0.84799998998642
266,1.14049994945526,15.9720001220703,16.1959991455078,0,1,1,1,-0.84799998998642
266,0.391699999570847,-1.02799999713898,-3.4539999961853,0,0,0,1,-0.84799998998642
266,-0.132499992847443,-12.0279998779297,-3.4539999961853,0,0,0,1,-0.84799998998642
266,0.158199995756149,-2.02800011634827,16.1959991455078,0,0,0,1,-0.84799998998642
266,-0.581200003623962,-11.0279998779297,16.1959991455078,0,1,1,1,-0.84799998998642
267,0.912699997425079,12.9720001220703,-3.4539999961853,0,0,0,1,-0.681999981403351
267,0.264099985361099,3.97199988365173,16.1959991455078,0,0,0,0,-0.681999981403351
267,0.391699999570847,7.97200012207031,-3.4539999961853,0,0,0,1,-0.681999981403351
267,2.41510009765625,5.97200012207031,-9.0939998626709,0,0,0,0,-0.681999981403351
267,0.912699997425079,-0.0280000008642673,-3.4539999961853,0,1,1,0,-0.681999981403351
267,1.51769995689392,25.9720001220703,29.2259998321533,0,1,0,0,-0.681999981403351
288,0.391699999570847,7.97200012207031,-3.4539999961853,0,1,1,1,-0.676999986171722
288,0.391699999570847,0.972000002861023,-3.4539999961853,0,0,0,1,-0.676999986171722
288,0.391699999570847,4.97200012207031,-9.0939998626709,0,1,1,1,-0.676999986171722
288,2.41510009765625,28.9720001220703,16.1959991455078,0,0,0,0,-0.676999986171722
288,-0.360000014305115,-5.02799987792969,-9.0939998626709,0,0,1,1,-0.676999986171722
288,1.14049994945526,9.97200012207031,16.1959991455078,0,0,0,1,-0.676999986171722
290,-1.32760000228882,1.97200000286102,-9.0939998626709,0,0,0,0,-0.437000006437302
293,0.912699997425079,9.97200012207031,16.1959991455078,0,0,1,1,-0.442999988794327
293,0.158199995756149,-8.02799987792969,2.31599998474121,0,0,1,0,-0.442999988794327
295,1.14049994945526,0.972000002861023,-3.4539999961853,0,1,0,0,-0.779999971389771
295,1.51769995689392,19.9720001220703,16.1959991455078,0,1,1,0,-0.779999971389771
295,1.14049994945526,15.9720001220703,16.1959991455078,0,1,0,1,-0.779999971389771
295,2.41510009765625,29.9720001220703,16.1959991455078,0,0,1,0,-0.779999971389771
295,1.14049994945526,35.9720001220703,-3.4539999961853,0,0,0,0,-0.779999971389771
296,0.0293000005185604,0.972000002861023,-3.4539999961853,0,0,1,0,-0.550000011920929
296,2.41510009765625,14.9720001220703,16.1959991455078,0,1,1,0,-0.550000011920929
296,0.158199995756149,12.9720001220703,16.1959991455078,0,0,0,0,-0.550000011920929
297,2.41510009765625,19.9720001220703,29.2259998321533,0,0,0,0,-0.778999984264374
297,2.41510009765625,27.9720001220703,-9.0939998626709,0,0,0,0,-0.778999984264374
297,0.0293000005185604,-0.0280000008642673,16.1959991455078,0,0,0,0,-0.778999984264374
297,-0.581200003623962,3.97199988365173,-9.0939998626709,0,0,0,0,-0.778999984264374
298,0.391699999570847,26.9720001220703,-9.0939998626709,0,1,1,0,-0.695999979972839
298,-0.581200003623962,-3.02800011634827,-9.0939998626709,0,1,0,1,-0.695999979972839
298,0.391699999570847,2.97199988365173,2.31599998474121,0,1,0,0,-0.695999979972839
298,0.560999989509583,-3.02800011634827,16.1959991455078,0,1,1,0,-0.695999979972839
298,0.735000014305115,3.97199988365173,16.1959991455078,0,1,0,1,-0.695999979972839
298,0.158199995756149,6.97200012207031,2.31599998474121,0,0,0,1,-0.695999979972839
298,-0.360000014305115,0.972000002861023,2.31599998474121,0,1,1,1,-0.695999979972839
298,2.41510009765625,15.9720001220703,16.1959991455078,0,1,1,0,-0.695999979972839
298,0.912699997425079,-0.0280000008642673,2.31599998474121,0,0,0,0,-0.695999979972839
299,0.735000014305115,-1.02799999713898,-3.4539999961853,0,0,1,0,-0.788999974727631
299,1.14049994945526,11.9720001220703,16.1959991455078,0,0,0,0,-0.788999974727631
299,0.735000014305115,4.97200012207031,16.1959991455078,0,1,0,1,-0.788999974727631
299,1.14049994945526,11.9720001220703,16.1959991455078,0,1,1,0,-0.788999974727631
299,-0.360000014305115,8.97200012207031,-9.0939998626709,0,0,0,0,-0.788999974727631
299,0.560999989509583,7.97200012207031,16.1959991455078,0,1,1,1,-0.788999974727631
299,2.41510009765625,10.9720001220703,29.2259998321533,0,1,0,1,-0.788999974727631
299,-0.360000014305115,9.97200012207031,2.31599998474121,0,0,0,0,-0.788999974727631
300,0.391699999570847,2.97199988365173,2.31599998474121,0,1,1,1,-0.824999988079071
300,0.560999989509583,9.97200012207031,16.1959991455078,0,1,0,0,-0.824999988079071
300,1.14049994945526,2.97199988365173,16.1959991455078,0,1,1,1,-0.824999988079071
301,1.51769995689392,16.9720001220703,16.1959991455078,0,1,1,1,-0.964999973773956
314,1.51769995689392,7.97200012207031,2.31599998474121,1,0,1,0,-0.310000002384186
314,-1.32760000228882,-7.02799987792969,-3.4539999961853,0,0,0,1,-0.310000002384186
314,2.41510009765625,28.9720001220703,-3.4539999961853,1,0,0,1,-0.310000002384186
314,0.391699999570847,11.9720001220703,2.31599998474121,0,0,0,1,-0.310000002384186
315,-0.360000014305115,-7.02799987792969,-9.0939998626709,0,0,0,1,-0.0920000001788139
315,-1.32760000228882,-9.02799987792969,-11.4940004348755,0,0,0,1,-0.0920000001788139
315,1.51769995689392,20.9720001220703,-11.4940004348755,0,0,0,1,-0.0920000001788139
317,-0.581200003623962,2.97199988365173,-3.4539999961853,0,0,0,0,-0.669000029563904
317,0.158199995756149,7.97200012207031,16.1959991455078,0,1,1,0,-0.669000029563904
318,-1.32760000228882,-4.02799987792969,-9.0939998626709,1,0,1,1,0.351999998092651
318,-0.360000014305115,1.97200000286102,-3.4539999961853,0,0,0,0,0.351999998092651
318,-0.132499992847443,-6.02799987792969,-3.4539999961853,0,0,0,1,0.351999998092651
318,-1.32760000228882,-8.02799987792969,-3.4539999961853,0,0,0,0,0.351999998092651
318,-0.360000014305115,12.9720001220703,-11.4940004348755,0,0,0,1,0.351999998092651
318,-0.360000014305115,-3.02800011634827,2.31599998474121,0,0,0,0,0.351999998092651
318,0.0293000005185604,9.97200012207031,-3.4539999961853,0,0,0,0,0.351999998092651
318,0.0293000005185604,-9.02799987792969,-3.4539999961853,0,1,1,0,0.351999998092651
319,1.51769995689392,12.9720001220703,29.2259998321533,0,1,1,0,-0.574000000953674
344,0.0293000005185604,-2.02800011634827,-3.4539999961853,0,0,0,0,0.256999999284744
344,-0.360000014305115,10.9720001220703,2.31599998474121,0,0,0,1,0.256999999284744
345,-0.360000014305115,-3.02800011634827,-11.4940004348755,0,0,0,0,-0.0780000016093254
346,0.158199995756149,0.972000002861023,2.31599998474121,0,0,0,1,-0.141000002622604
346,0.560999989509583,-7.02799987792969,-3.4539999961853,0,0,0,0,-0.141000002622604
347,1.51769995689392,12.9720001220703,16.1959991455078,0,1,1,1,-0.25900000333786
347,0.912699997425079,8.97200012207031,-3.4539999961853,0,0,1,0,-0.25900000333786
347,-1.32760000228882,-8.02799987792969,-9.0939998626709,0,0,0,0,-0.25900000333786
347,-0.132499992847443,-3.02800011634827,2.31599998474121,0,0,1,0,-0.25900000333786
348,-0.581200003623962,-8.02799987792969,-11.4940004348755,0,0,0,1,0.187000006437302
348,2.41510009765625,40.9720001220703,29.2259998321533,0,1,1,1,0.187000006437302
348,-1.32760000228882,-17.0279998779297,-9.0939998626709,1,0,0,1,0.187000006437302
348,2.41510009765625,-0.0280000008642673,-3.4539999961853,0,0,0,1,0.187000006437302
348,-1.32760000228882,-3.02800011634827,-9.0939998626709,1,0,0,0,0.187000006437302
348,0.0293000005185604,0.972000002861023,-11.4940004348755,0,0,0,1,0.187000006437302
348,-1.32760000228882,-17.0279998779297,-9.0939998626709,1,0,0,1,0.187000006437302
348,0.560999989509583,15.9720001220703,-3.4539999961853,0,0,0,1,0.187000006437302
349,0.735000014305115,16.9720001220703,16.1959991455078,0,1,1,1,-0.236000001430511
349,0.912699997425079,1.97200000286102,-3.4539999961853,0,0,0,0,-0.236000001430511
349,-1.32760000228882,-10.0279998779297,-9.0939998626709,1,0,0,0,-0.236000001430511
349,0.391699999570847,-11.0279998779297,-3.4539999961853,0,0,0,0,-0.236000001430511
350,-1.32760000228882,-16.0279998779297,-3.4539999961853,0,0,0,0,-0.185000002384186
350,0.735000014305115,-4.02799987792969,-3.4539999961853,0,0,0,1,-0.185000002384186
351,1.14049994945526,-1.02799999713898,-3.4539999961853,0,0,0,0,0.123999997973442
351,0.158199995756149,6.97200012207031,-9.0939998626709,0,0,0,0,0.123999997973442
351,-0.360000014305115,-10.0279998779297,-11.4940004348755,0,0,0,0,0.123999997973442
351,0.560999989509583,-6.02799987792969,-3.4539999961853,0,1,1,0,0.123999997973442
351,0.0293000005185604,-4.02799987792969,-3.4539999961853,0,1,1,1,0.123999997973442
351,0.0293000005185604,-0.0280000008642673,2.31599998474121,0,0,1,1,0.123999997973442
351,1.51769995689392,21.9720001220703,16.1959991455078,0,0,1,0,0.123999997973442
351,-1.32760000228882,-10.0279998779297,-3.4539999961853,0,0,0,1,0.123999997973442
351,-0.360000014305115,-6.02799987792969,-3.4539999961853,0,0,0,1,0.123999997973442
353,1.14049994945526,-0.0280000008642673,2.31599998474121,0,1,0,1,-1.08200001716614
382,2.41510009765625,4.97200012207031,29.2259998321533,0,0,1,0,-0.944000005722046
382,-1.32760000228882,-6.02799987792969,-3.4539999961853,0,0,0,1,-0.944000005722046
382,1.51769995689392,8.97200012207031,16.1959991455078,0,1,1,0,-0.944000005722046
382,0.391699999570847,0.972000002861023,2.31599998474121,0,0,1,1,-0.944000005722046
382,0.912699997425079,-4.02799987792969,-3.4539999961853,0,0,0,1,-0.944000005722046
382,0.0293000005185604,2.97199988365173,-3.4539999961853,0,0,0,1,-0.944000005722046
382,0.264099985361099,8.97200012207031,16.1959991455078,0,0,0,1,-0.944000005722046
383,-0.360000014305115,8.97200012207031,-9.0939998626709,0,0,0,0,0.842000007629395
383,0.264099985361099,0.972000002861023,2.31599998474121,0,0,0,1,0.842000007629395
383,1.51769995689392,17.9720001220703,2.31599998474121,0,0,1,0,0.842000007629395
383,-0.581200003623962,6.97200012207031,29.2259998321533,0,1,1,1,0.842000007629395
384,-0.360000014305115,-2.02800011634827,-3.4539999961853,0,0,0,0,-0.375
384,-1.32760000228882,-11.0279998779297,-3.4539999961853,0,1,1,1,-0.375
387,1.14049994945526,4.97200012207031,29.2259998321533,0,0,1,1,-0.537000000476837
388,2.41510009765625,34.9720001220703,29.2259998321533,0,1,1,1,-0.644999980926514
388,0.158199995756149,21.9720001220703,16.1959991455078,0,0,0,1,-0.644999980926514
388,0.560999989509583,-14.0279998779297,-3.4539999961853,0,0,1,1,-0.644999980926514
388,-0.581200003623962,-0.0280000008642673,-3.4539999961853,0,0,1,0,-0.644999980926514
389,0.912699997425079,1.97200000286102,-3.4539999961853,0,1,1,0,-0.241999998688698
389,2.41510009765625,10.9720001220703,-3.4539999961853,0,0,0,0,-0.241999998688698
389,0.912699997425079,0.972000002861023,16.1959991455078,0,1,0,0,-0.241999998688698
389,-0.132499992847443,-4.02799987792969,-3.4539999961853,0,0,1,0,-0.241999998688698
389,-0.132499992847443,1.97200000286102,-9.0939998626709,0,0,0,0,-0.241999998688698
389,-1.32760000228882,-1.02799999713898,-3.4539999961853,0,0,0,1,-0.241999998688698
389,0.391699999570847,-7.02799987792969,-3.4539999961853,0,0,0,0,-0.241999998688698
391,-1.32760000228882,-13.0279998779297,-9.0939998626709,0,1,0,1,-0.138999998569489
391,1.51769995689392,21.9720001220703,29.2259998321533,0,1,1,1,-0.138999998569489
391,2.41510009765625,10.9720001220703,16.1959991455078,0,1,1,0,-0.138999998569489
391,0.560999989509583,-2.02800011634827,-3.4539999961853,0,0,0,1,-0.138999998569489
391,2.41510009765625,4.97200012207031,-3.4539999961853,0,0,1,1,-0.138999998569489
391,0.391699999570847,9.97200012207031,16.1959991455078,0,0,0,0,-0.138999998569489
391,0.560999989509583,-0.0280000008642673,2.31599998474121,0,0,0,1,-0.138999998569489
391,1.51769995689392,10.9720001220703,16.1959991455078,0,0,1,1,-0.138999998569489
392,0.264099985361099,0.972000002861023,-3.4539999961853,0,0,0,1,-0.197999998927116
392,0.560999989509583,-10.0279998779297,-3.4539999961853,0,0,0,0,-0.197999998927116
392,0.560999989509583,9.97200012207031,-3.4539999961853,0,0,0,0,-0.197999998927116
392,-0.360000014305115,-16.0279998779297,-3.4539999961853,0,0,0,1,-0.197999998927116
394,-0.132499992847443,2.97199988365173,-11.4940004348755,0,0,0,1,-0.337999999523163
394,0.158199995756149,4.97200012207031,-23.4540004730225,0,0,0,0,-0.337999999523163
394,-1.32760000228882,-18.0279998779297,-11.4940004348755,0,0,0,0,-0.337999999523163
395,0.735000014305115,-8.02799987792969,2.31599998474121,0,0,0,1,-0.799000024795532
396,0.560999989509583,6.97200012207031,-3.4539999961853,0,0,0,1,0.880999982357025
396,0.391699999570847,8.97200012207031,16.1959991455078,0,0,1,0,0.880999982357025
397,-0.360000014305115,-12.0279998779297,-9.0939998626709,0,0,0,1,0.573000013828278
398,0.735000014305115,-0.0280000008642673,-11.4940004348755,0,0,0,1,0.595000028610229
398,0.158199995756149,-3.02800011634827,-3.4539999961853,0,0,0,1,0.595000028610229
398,-0.581200003623962,-10.0279998779297,-23.4540004730225,0,1,1,1,0.595000028610229
398,-0.581200003623962,-5.02799987792969,-23.4540004730225,0,0,1,1,0.595000028610229
399,0.0293000005185604,-3.02800011634827,-3.4539999961853,0,0,0,1,0.407000005245209
400,1.51769995689392,7.97200012207031,-3.4539999961853,0,1,1,0,-0.137999996542931
400,0.264099985361099,-4.02799987792969,-9.0939998626709,0,0,0,1,-0.137999996542931
400,0.264099985361099,1.97200000286102,-3.4539999961853,0,0,0,1,-0.137999996542931
401,0.158199995756149,13.9720001220703,-3.4539999961853,0,0,1,1,0.238000005483627
401,0.912699997425079,3.97199988365173,-3.4539999961853,0,0,0,1,0.238000005483627
401,0.391699999570847,12.9720001220703,2.31599998474121,0,0,1,1,0.238000005483627
402,0.391699999570847,6.97200012207031,-3.4539999961853,0,0,0,1,-0.517000019550323
402,0.391699999570847,13.9720001220703,-3.4539999961853,0,0,1,1,-0.517000019550323
402,-0.581200003623962,-8.02799987792969,-9.0939998626709,0,0,0,0,-0.517000019550323
403,2.41510009765625,10.9720001220703,-3.4539999961853,1,0,1,0,-0.430000007152557
403,0.158199995756149,-0.0280000008642673,29.2259998321533,0,0,1,0,-0.430000007152557
403,0.735000014305115,2.97199988365173,16.1959991455078,0,0,0,1,-0.430000007152557
403,-1.32760000228882,-23.0279998779297,-9.0939998626709,1,0,0,0,-0.430000007152557
403,-1.32760000228882,-12.0279998779297,-9.0939998626709,0,0,0,1,-0.430000007152557
403,-0.360000014305115,-5.02799987792969,-3.4539999961853,0,1,1,1,-0.430000007152557
404,2.41510009765625,11.9720001220703,-3.4539999961853,0,1,0,0,-0.230000004172325
404,0.158199995756149,-5.02799987792969,-11.4940004348755,0,0,0,0,-0.230000004172325
405,-1.32760000228882,-2.02800011634827,-3.4539999961853,1,0,0,1,0.615000009536743
405,0.560999989509583,-11.0279998779297,-3.4539999961853,0,0,0,0,0.615000009536743
413,-1.32760000228882,-25.0279998779297,16.1959991455078,1,0,0,0,1.20899999141693
413,0.735000014305115,11.9720001220703,-3.4539999961853,1,0,1,0,1.20899999141693
413,-0.360000014305115,-5.02799987792969,-9.0939998626709,1,1,1,0,1.20899999141693
414,-0.132499992847443,-1.02799999713898,-11.4940004348755,0,0,0,1,0.317999988794327
414,0.391699999570847,3.97199988365173,16.1959991455078,0,0,1,1,0.317999988794327
416,-1.32760000228882,-3.02800011634827,-9.0939998626709,1,0,0,1,0.24600000679493
417,-0.132499992847443,-1.02799999713898,-3.4539999961853,0,0,0,1,0.103000000119209
417,0.158199995756149,-4.02799987792969,-11.4940004348755,0,0,0,0,0.103000000119209
417,-1.32760000228882,-17.0279998779297,-3.4539999961853,0,0,0,0,0.103000000119209
418,0.912699997425079,15.9720001220703,16.1959991455078,0,1,1,0,1.75899994373322
418,-0.581200003623962,-0.0280000008642673,-3.4539999961853,0,0,0,0,1.75899994373322
418,-1.32760000228882,-11.0279998779297,-3.4539999961853,0,0,0,1,1.75899994373322
419,-1.32760000228882,-6.02799987792969,-11.4940004348755,0,0,0,1,2.17899990081787
419,-0.581200003623962,-2.02800011634827,-11.4940004348755,0,0,0,0,2.17899990081787
420,-0.360000014305115,-14.0279998779297,-9.0939998626709,1,0,0,0,0.10700000077486
420,0.560999989509583,-0.0280000008642673,-3.4539999961853,0,0,0,1,0.10700000077486
420,0.0293000005185604,15.9720001220703,-3.4539999961853,0,0,0,0,0.10700000077486
422,0.912699997425079,16.9720001220703,29.2259998321533,0,1,1,0,-0.462999999523163
424,0.264099985361099,12.9720001220703,-11.4940004348755,0,0,0,0,-0.351999998092651
424,0.158199995756149,-7.02799987792969,2.31599998474121,0,1,1,0,-0.351999998092651
424,0.158199995756149,6.97200012207031,-3.4539999961853,0,0,0,1,-0.351999998092651
425,-0.360000014305115,-25.0279998779297,16.1959991455078,0,0,1,1,-0.45100000500679
425,0.0293000005185604,5.97200012207031,16.1959991455078,0,0,1,1,-0.45100000500679
426,0.912699997425079,5.97200012207031,2.31599998474121,0,0,0,1,-0.725000023841858
426,1.51769995689392,30.9720001220703,16.1959991455078,0,1,1,1,-0.725000023841858
426,-0.360000014305115,1.97200000286102,16.1959991455078,0,0,0,0,-0.725000023841858
427,0.912699997425079,15.9720001220703,-3.4539999961853,0,0,0,1,-0.446999996900558
427,0.735000014305115,10.9720001220703,16.1959991455078,0,0,0,0,-0.446999996900558
427,0.158199995756149,9.97200012207031,2.31599998474121,1,0,0,0,-0.446999996900558
427,0.560999989509583,6.97200012207031,-3.4539999961853,0,0,0,0,-0.446999996900558
427,0.391699999570847,8.97200012207031,16.1959991455078,0,0,0,1,-0.446999996900558
427,0.0293000005185604,-12.0279998779297,2.31599998474121,0,1,1,1,-0.446999996900558
428,1.51769995689392,13.9720001220703,16.1959991455078,0,1,1,0,-0.375999987125397
428,1.51769995689392,18.9720001220703,29.2259998321533,0,1,1,0,-0.375999987125397
428,1.51769995689392,13.9720001220703,16.1959991455078,0,1,0,0,-0.375999987125397
428,1.14049994945526,11.9720001220703,29.2259998321533,0,1,1,1,-0.375999987125397
428,1.14049994945526,18.9720001220703,29.2259998321533,0,1,1,0,-0.375999987125397
428,1.51769995689392,17.9720001220703,16.1959991455078,0,0,1,0,-0.375999987125397
428,1.14049994945526,15.9720001220703,16.1959991455078,0,0,1,0,-0.375999987125397
429,0.0293000005185604,1.97200000286102,-9.0939998626709,0,0,0,0,-0.254999995231628
429,-0.360000014305115,-19.0279998779297,2.31599998474121,0,0,0,0,-0.254999995231628
