"ident","year","age","married","nevermarr","collgrad","union","wks_ue","tenure","ln_wage","divorced","white","black","otherrace"
889,75,30,1,0,0,0,0,0.5,1.2173957824707,0,1,0,0
889,77,32,1,0,0,0,0,0,0.992751479148865,0,1,0,0
889,82,37,0,0,0,0,52,0.666666686534882,1.30702078342438,1,1,0,0
889,83,38,0,0,0,0,5,0.5,1.20895993709564,1,1,0,0
889,85,40,0,0,0,0,0,0.0833333358168602,1.16877806186676,1,1,0,0
889,87,42,0,0,0,0,0,0.0833333358168602,1.16877806186676,1,1,0,0
889,88,43,0,0,0,0,4,0.0833333358168602,1.16877806186676,1,1,0,0
890,68,23,1,0,0,0,0,0,1.28460192680359,0,1,0,0
890,69,24,1,0,0,0,0,0.16666667163372,1.15708923339844,0,1,0,0
891,71,21,1,0,0,0,2,0.333333343267441,1.46148371696472,0,1,0,0
891,73,23,1,0,0,0,3,0.5,1.45457315444946,0,1,0,0
891,77,27,0,0,0,1,4,2.16666674613953,1.50357747077942,1,1,0,0
891,78,28,0,0,0,1,0,3.16666674613953,2.16665649414063,1,1,0,0
891,80,30,1,0,0,0,0,0.16666667163372,1.28170299530029,0,1,0,0
891,82,32,0,0,0,0,0,1.41666662693024,1.51951313018799,1,1,0,0
891,85,35,1,0,0,0,26,0.583333313465118,1.19858157634735,0,1,0,0
891,87,36,1,0,0,0,0,1.5,1.68354570865631,0,1,0,0
891,88,38,1,0,0,0,0,3,1.69872748851776,0,1,0,0
895,77,27,1,0,0,0,0,1.25,1.35662245750427,0,1,0,0
895,78,28,0,0,0,0,3,1.83333337306976,1.09811246395111,1,1,0,0
895,80,30,0,0,0,0,0,1.75,1.33779263496399,1,1,0,0
895,82,32,0,0,0,0,0,3.75,1.21491241455078,1,1,0,0
895,83,33,0,0,0,0,0,4.75,1.69500696659088,1,1,0,0
895,85,35,0,0,0,0,4,6.75,1.43781089782715,1,1,0,0
895,87,37,0,0,0,0,2,0.5,1.0879647731781,1,1,0,0
895,88,38,1,0,0,0,0,1.83333337306976,1.0780041217804,0,1,0,0
896,68,22,1,0,1,0,0,0.666666686534882,1.95639610290527,0,1,0,0
896,69,23,1,0,1,0,0,1.5,1.87741434574127,0,1,0,0
896,70,24,1,0,1,0,0,2.58333325386047,1.88657510280609,0,1,0,0
896,71,25,1,0,1,0,0,2.75,1.88657510280609,0,1,0,0
896,73,27,1,0,1,0,0,0.666666686534882,1.67950546741486,0,1,0,0
896,75,29,1,0,1,0,0,2.66666674613953,1.41213917732239,0,1,0,0
896,77,31,1,0,1,0,0,0.25,1.48000586032867,0,1,0,0
896,78,32,1,0,1,1,0,0.416666656732559,1.73031902313232,0,1,0,0
896,80,34,1,0,1,1,0,2.5,1.61404585838318,0,1,0,0
897,72,18,0,1,0,0,0,0.25,1.23142921924591,0,1,0,0
897,73,19,0,1,0,0,0,1.33333337306976,1.15860414505005,0,1,0,0
897,75,21,0,1,0,0,11,0.5,1.2173957824707,0,1,0,0
898,73,24,1,0,1,1,0,1,2.03618025779724,0,1,0,0
898,75,26,1,0,1,0,0,3.08333325386047,1.6967306137085,0,1,0,0
898,77,28,1,0,1,0,0,5.08333349227905,1.63752508163452,0,1,0,0
898,78,29,1,0,1,0,0,6.08333349227905,1.91305351257324,0,1,0,0
898,80,31,1,0,1,0,0,8,1.71248614788055,0,1,0,0
898,82,33,1,0,1,0,0,10,1.81645166873932,0,1,0,0
898,83,34,1,0,1,0,0,11,1.66819548606873,0,1,0,0
898,85,36,1,0,1,0,0,13.0833330154419,2.04665160179138,0,1,0,0
898,87,38,1,0,1,0,14,15.0833330154419,2.40727639198303,0,1,0,0
898,88,39,1,0,1,0,0,16.3333339691162,2.11152935028076,0,1,0,0
899,68,20,0,1,0,0,8,0.333333343267441,1.35265564918518,0,1,0,0
899,69,21,1,0,0,0,12,0.5,1.25624096393585,0,1,0,0
899,70,22,1,0,0,0,0,0.16666667163372,1.39237320423126,0,1,0,0
899,71,23,1,0,0,0,20,0.16666667163372,1.56620001792908,0,1,0,0
899,75,27,1,0,0,0,0,1.75,1.2173957824707,0,1,0,0
899,78,30,1,0,0,0,0,1,1.39533138275146,0,1,0,0
899,80,32,0,0,0,0,0,0.833333313465118,1.67209756374359,1,1,0,0
899,82,34,0,0,0,0,0,2.83333325386047,1.45861482620239,1,1,0,0
899,88,40,1,0,0,0,0,1.58333337306976,1.21119260787964,0,1,0,0
900,70,18,0,1,0,0,0,0.16666667163372,1.2970632314682,0,1,0,0
900,71,19,0,1,0,0,0,0.833333313465118,1.47756969928741,0,1,0,0
900,72,20,0,1,0,0,0,1.33333337306976,1.54532694816589,0,1,0,0
900,75,23,0,1,0,0,0,0.5,1.55386781692505,0,1,0,0
900,77,25,0,1,0,0,0,1.41666662693024,1.67753076553345,0,1,0,0
900,85,33,1,0,0,0,0,2.91666674613953,1.77731847763062,0,1,0,0
900,87,35,0,0,0,0,2,0.16666667163372,1.61277687549591,1,1,0,0
900,88,37,1,0,0,0,0,0.25,1.65359878540039,0,1,0,0
901,71,18,1,0,0,0,11,0.416666656732559,0.846298396587372,0,1,0,0
901,72,19,1,0,0,0,1,0.916666686534882,1.38736438751221,0,1,0,0
901,85,32,1,0,0,1,4,1.41666662693024,1.47948384284973,0,1,0,0
901,87,34,1,0,0,1,8,0.833333313465118,1.02997720241547,0,1,0,0
901,88,35,1,0,0,1,0,2.16666674613953,0.992236912250519,0,1,0,0
902,70,20,0,1,0,0,2,0.666666686534882,1.67047333717346,0,1,0,0
902,71,21,0,1,0,0,6,0.916666686534882,1.53944551944733,0,1,0,0
902,73,23,1,0,0,0,8,0.25,1.48413169384003,0,1,0,0
902,75,25,1,0,0,0,0,2.5,1.44053936004639,0,1,0,0
902,77,27,1,0,0,0,0,4,1.4980241060257,0,1,0,0
902,88,38,1,0,0,0,0,0.333333343267441,1.09430861473084,0,1,0,0
903,72,21,0,1,1,0,0,0.666666686534882,1.67771673202515,0,1,0,0
903,75,24,1,0,1,0,0,2.33333325386047,1.78554618358612,0,1,0,0
903,80,29,1,0,1,0,0,1.41666662693024,1.29127275943756,0,1,0,0
903,82,31,1,0,1,0,0,2.33333325386047,1.18691432476044,0,1,0,0
904,87,35,0,0,0,0,0,2.91666674613953,1.28658449649811,1,1,0,0
904,88,37,0,0,0,0,0,4.33333349227905,1.27393114566803,1,1,0,0
905,71,18,0,1,0,0,4,0.583333313465118,1.3430563211441,0,1,0,0
905,72,19,0,1,0,0,0,1.66666662693024,1.38200235366821,0,1,0,0
905,73,20,1,0,0,0,0,2.66666674613953,1.58906996250153,0,1,0,0
905,75,22,1,0,0,0,0,4.58333349227905,1.69051933288574,0,1,0,0
905,77,24,1,0,0,0,0,6.66666650772095,1.77360427379608,0,1,0,0
905,78,25,1,0,0,0,0,7.66666650772095,1.74261915683746,0,1,0,0
905,80,27,1,0,0,0,0,9.66666698455811,1.71456694602966,0,1,0,0
905,82,29,1,0,0,0,0,11.0833330154419,1.58373987674713,0,1,0,0
906,77,23,1,0,1,0,4,0.666666686534882,1.26618528366089,0,1,0,0
906,82,28,1,0,1,0,0,0.75,1.37726855278015,0,1,0,0
907,77,28,0,1,1,1,0,6.41666650772095,2.08206152915955,0,1,0,0
907,78,29,0,1,1,1,0,7.41666650772095,2.44307518005371,0,1,0,0
907,85,36,0,1,1,1,0,14.4166669845581,2.30168795585632,0,1,0,0
907,87,38,0,1,1,1,0,16.3333339691162,2.58544754981995,0,1,0,0
907,88,40,0,1,1,1,0,17.8333339691162,2.79537391662598,0,1,0,0
908,75,23,0,1,1,0,0,1.5,1.8325811624527,0,1,0,0
908,77,25,1,0,1,0,3,3.16666674613953,1.91532385349274,0,1,0,0
908,78,26,1,0,1,0,0,1,1.65583097934723,0,1,0,0
908,80,28,1,0,1,0,0,3,1.540114402771,0,1,0,0
908,82,30,1,0,1,0,0,1.25,1.70837724208832,0,1,0,0
908,83,31,1,0,1,0,0,2.25,1.93805718421936,0,1,0,0
908,85,33,1,0,1,0,0,4.25,1.79979157447815,0,1,0,0
908,87,35,1,0,1,0,0,6.33333349227905,2.22435212135315,0,1,0,0
908,88,36,1,0,1,0,0,7.75,2.58542418479919,0,1,0,0
909,80,26,1,0,1,0,0,0.0833333358168602,1.35283029079437,0,1,0,0
909,82,28,1,0,1,0,2,0.333333343267441,1.88251376152039,0,1,0,0
909,88,35,1,0,1,0,0,0.25,1.75157761573792,0,1,0,0
910,78,24,0,1,1,0,0,0.5,2.693039894104,0,1,0,0
910,80,26,0,1,1,0,0,0.916666686534882,3.06110000610352,0,1,0,0
910,82,28,0,1,1,0,0,2.83333325386047,3.17930293083191,0,1,0,0
910,85,31,0,1,1,0,0,0.0833333358168602,4.02541542053223,0,1,0,0
910,87,33,0,1,1,0,8,0.333333343267441,3.36544871330261,0,1,0,0
910,88,35,0,1,1,0,0,1.75,3.43289566040039,0,1,0,0
911,71,24,1,0,0,0,0,0.16666667163372,1.24541783332825,0,1,0,0
911,75,28,1,0,0,0,0,1.66666662693024,1.8325811624527,0,1,0,0
911,77,30,1,0,0,0,0,1.08333337306976,1.71329772472382,0,1,0,0
911,78,31,1,0,0,0,0,0.25,1.58362019062042,0,1,0,0
911,80,33,1,0,0,0,0,1.75,1.41081774234772,0,1,0,0
911,82,35,1,0,0,0,0,3.75,1.46325528621674,0,1,0,0
911,83,36,1,0,0,0,0,4.75,1.45272159576416,0,1,0,0
911,87,40,0,0,0,0,10,2.41666674613953,1.27963221073151,1,1,0,0
911,88,42,0,0,0,0,12,3.91666674613953,1.62857699394226,1,1,0,0
912,68,19,0,1,0,0,0,0.333333343267441,1.23404979705811,0,1,0,0
912,70,21,0,1,0,0,0,1.41666662693024,1.59771394729614,0,1,0,0
912,71,22,0,1,0,0,0,2.41666674613953,1.85852241516113,0,1,0,0
913,68,19,0,1,0,0,0,0.416666656732559,1.54913103580475,0,1,0,0
913,69,20,0,1,0,0,0,1.33333337306976,1.75448763370514,0,1,0,0
913,70,21,0,1,0,0,0,2,1.75448763370514,0,1,0,0
913,71,22,1,0,0,0,0,1,1.42667078971863,0,1,0,0
914,70,26,1,0,1,0,0,0.666666686534882,1.61640655994415,0,1,0,0
914,71,27,1,0,1,0,0,0.916666686534882,1.68354570865631,0,1,0,0
914,75,31,1,0,1,0,0,0.583333313465118,1.17657339572906,0,1,0,0
914,77,33,1,0,1,0,0,2.5,2.01039505004883,0,1,0,0
914,78,34,1,0,1,0,0,3,1.76622331142426,0,1,0,0
915,73,27,1,0,1,0,0,0.666666686534882,1.71640944480896,0,1,0,0
915,75,29,1,0,1,0,0,0.583333313465118,1.99442410469055,0,1,0,0
915,77,31,1,0,1,0,0,1.91666662693024,3.62384104728699,0,1,0,0
915,78,32,1,0,1,0,0,2.25,3.36147618293762,0,1,0,0
916,75,27,1,0,1,0,0,1.66666662693024,2.19384002685547,0,1,0,0
916,77,29,1,0,1,0,0,3.66666674613953,2.45265817642212,0,1,0,0
916,78,30,1,0,1,0,0,4.66666650772095,2.47649097442627,0,1,0,0
916,80,32,1,0,1,0,0,6.58333349227905,2.37817621231079,0,1,0,0
916,82,34,1,0,1,0,0,8.66666698455811,2.23964524269104,0,1,0,0
916,83,35,1,0,1,0,0,9.66666698455811,2.39255404472351,0,1,0,0
916,85,37,1,0,1,0,0,1.25,2.44125556945801,0,1,0,0
916,87,39,1,0,1,0,0,3.16666674613953,2.50613975524902,0,1,0,0
916,88,41,1,0,1,0,0,4.66666650772095,2.78349900245667,0,1,0,0
917,85,37,1,0,1,0,0,2.16666674613953,2.23109292984009,0,1,0,0
918,68,23,1,0,0,0,0,0,1.69475114345551,0,1,0,0
919,80,29,1,0,1,0,0,1.25,1.25243258476257,0,1,0,0
920,82,28,1,0,1,0,3,0.0833333358168602,0.0392206758260727,0,1,0,0
920,83,29,0,0,1,0,27,0.25,3.17965483665466,1,1,0,0
920,87,33,0,0,1,0,0,1.66666662693024,1.91040849685669,1,1,0,0
920,88,35,0,0,1,0,0,3,2.26400804519653,1,1,0,0
922,68,24,1,0,1,0,0,1.16666662693024,0.982735097408295,0,1,0,0
922,69,25,1,0,1,0,0,2,2.07638764381409,0,1,0,0
922,70,26,1,0,1,0,0,2.25,2.10651063919067,0,1,0,0
922,77,33,1,0,1,0,0,0.16666667163372,1.7530380487442,0,1,0,0
922,78,34,1,0,1,0,0,1.16666662693024,1.68214786052704,0,1,0,0
924,77,29,1,0,1,1,0,1.33333337306976,2.07078289985657,0,1,0,0
924,78,30,0,0,1,1,0,2.5,2.08674669265747,1,1,0,0
924,80,32,0,0,1,1,0,4.33333349227905,2.01413249969482,1,1,0,0
924,82,34,0,0,1,1,0,6.33333349227905,2.10046863555908,1,1,0,0
924,83,35,0,0,1,1,0,7.33333349227905,2.11737680435181,1,1,0,0
924,85,37,0,0,1,1,0,9.41666698455811,1.86571788787842,1,1,0,0
924,87,39,0,0,1,1,0,11.3333330154419,2.22435212135315,1,1,0,0
925,68,19,0,1,0,0,0,0.583333313465118,1.50492489337921,0,1,0,0
925,69,20,0,1,0,0,0,1.5,1.5067834854126,0,1,0,0
925,70,21,0,1,0,1,0,2.58333325386047,1.53944551944733,0,1,0,0
925,71,22,0,1,0,1,3,3.58333325386047,1.49387955665588,0,1,0,0
925,72,23,0,1,0,1,2,4.66666650772095,1.52689361572266,0,1,0,0
925,73,24,0,1,0,1,0,5.58333349227905,1.5849461555481,0,1,0,0
925,75,26,1,0,0,0,0,1.41666662693024,1.2173957824707,0,1,0,0
925,80,31,1,0,0,1,0,0.75,1.49194312095642,0,1,0,0
925,82,33,1,0,0,1,4,2.66666674613953,1.45861482620239,0,1,0,0
925,88,39,1,0,0,1,0,1.33333337306976,1.19426357746124,0,1,0,0
926,70,20,0,1,0,0,6,0.0833333358168602,1.36160135269165,0,1,0,0
926,72,22,1,0,0,0,32,0.5,0.984569549560547,0,1,0,0
926,73,23,1,0,0,0,30,0.16666667163372,0.0682788267731667,0,1,0,0
926,75,25,1,0,0,0,48,0.16666667163372,1.57235622406006,0,1,0,0
926,77,27,1,0,0,0,0,1.16666662693024,0.404965251684189,0,1,0,0
927,68,19,1,0,0,0,0,0.16666667163372,1.33941078186035,0,1,0,0
928,75,22,1,0,0,0,0,1.66666662693024,1.53584957122803,0,1,0,0
929,85,41,1,0,1,1,0,12.3333330154419,2.25862121582031,0,1,0,0
929,87,43,1,0,1,1,0,14.4166669845581,2.42073965072632,0,1,0,0
929,88,44,1,0,1,1,0,15.8333330154419,2.45189309120178,0,1,0,0
932,68,21,1,0,0,0,0,1.41666662693024,1.73145258426666,0,1,0,0
932,69,22,1,0,0,0,0,1.66666662693024,1.73145258426666,0,1,0,0
932,70,23,1,0,0,0,2,0.16666667163372,1.39237320423126,0,1,0,0
932,71,24,1,0,0,0,0,1.75,1.5185718536377,0,1,0,0
932,72,25,1,0,0,0,0,2.75,1.43945920467377,0,1,0,0
932,73,26,1,0,0,0,0,2.83333325386047,1.47926545143127,0,1,0,0
932,75,28,0,0,0,0,0,1.41666662693024,1.6748206615448,1,1,0,0
932,77,30,0,0,0,1,0,0.416666656732559,1.64623355865479,1,1,0,0
932,78,31,0,0,0,1,0,1.5,1.75235188007355,1,1,0,0
932,80,33,0,0,0,1,0,3.41666674613953,1.75330829620361,1,1,0,0
932,82,35,0,0,0,1,0,5.41666650772095,1.78674650192261,1,1,0,0
932,83,36,0,0,0,1,0,6.41666650772095,1.74990928173065,1,1,0,0
932,85,38,0,0,0,1,0,8.41666698455811,1.76051127910614,1,1,0,0
932,87,40,1,0,0,1,0,10.5,1.76692748069763,0,1,0,0
932,88,42,1,0,0,1,0,11.9166669845581,1.85140478610992,0,1,0,0
933,85,36,1,0,0,0,0,5.33333349227905,1.96969068050385,0,1,0,0
933,87,38,1,0,0,0,0,7.41666650772095,1.98088598251343,0,1,0,0
933,88,40,1,0,0,0,0,8.75,2.04919815063477,0,1,0,0
934,88,41,0,0,1,0,0,11.9166669845581,2.42233443260193,1,1,0,0
935,73,21,0,1,0,0,1,1,1.47128748893738,0,1,0,0
935,75,23,0,1,0,0,0,2.91666674613953,1.09522795677185,0,1,0,0
935,77,25,0,1,0,1,0,4.91666650772095,1.1704329252243,0,1,0,0
935,78,26,0,1,0,0,6,5.58333349227905,1.43458437919617,0,1,0,0
935,80,28,0,1,0,0,0,2.25,1.55972325801849,0,1,0,0
935,82,30,0,1,0,0,0,4.25,1.68082773685455,0,1,0,0
935,83,31,0,1,0,0,0,5.16666650772095,1.569256067276,0,1,0,0
935,85,33,0,1,0,0,0,7.16666650772095,1.79979157447815,0,1,0,0
935,87,35,0,1,0,0,0,9.25,1.79648613929749,0,1,0,0
935,88,37,0,1,0,0,0,10.5833330154419,1.75874590873718,0,1,0,0
936,70,25,1,0,1,0,0,1.08333337306976,2.4219925403595,0,1,0,0
936,73,28,1,0,1,0,3,2.66666674613953,2.77632904052734,0,1,0,0
936,75,30,1,0,1,0,1,2.41666674613953,2.53915166854858,0,1,0,0
936,77,32,1,0,1,0,0,2,2.19838976860046,0,1,0,0
936,80,35,1,0,1,0,0,3.58333325386047,2.34897804260254,0,1,0,0
937,69,20,0,1,0,0,0,0.5,1.36160135269165,0,1,0,0
937,70,21,0,1,0,1,0,1.5,1.58823502063751,0,1,0,0
937,71,22,0,1,0,1,0,2.5,1.66783249378204,0,1,0,0
937,72,23,1,0,0,1,0,3.5,1.60299301147461,0,1,0,0
937,73,24,1,0,0,1,0,4.58333349227905,1.79979169368744,0,1,0,0
937,75,26,1,0,0,0,2,0.5,1.59925055503845,0,1,0,0
937,77,28,1,0,0,1,0,2.41666674613953,1.66909170150757,0,1,0,0
937,80,31,1,0,0,1,0,5.41666650772095,1.67858457565308,0,1,0,0
937,82,33,1,0,0,1,9,7.41666650772095,1.65632104873657,0,1,0,0
938,69,23,1,0,1,0,0,1.83333337306976,1.77536487579346,0,1,0,0
938,73,27,1,0,1,1,1,0.0833333358168602,1.91609179973602,0,1,0,0
938,75,29,1,0,1,0,0,2,1.93279266357422,0,1,0,0
938,77,31,1,0,1,1,0,4,1.7530380487442,0,1,0,0
938,78,32,1,0,1,1,0,5.08333349227905,2.03335332870483,0,1,0,0
938,80,34,1,0,1,0,2,0.416666656732559,2.14670085906982,0,1,0,0
938,82,36,0,0,1,0,8,1.25,2.0528404712677,1,1,0,0
938,85,39,0,0,1,0,0,4.33333349227905,2.15409278869629,1,1,0,0
938,87,41,0,0,1,0,0,1.91666662693024,2.77748870849609,1,1,0,0
938,88,43,0,0,1,0,0,3.25,2.56519675254822,1,1,0,0
939,68,19,0,1,0,0,3,1.08333337306976,1.49356138706207,0,1,0,0
939,69,20,0,1,0,0,0,2,1.45121395587921,0,1,0,0
939,70,21,0,1,0,0,0,3.08333325386047,1.53944551944733,0,1,0,0
939,71,22,0,1,0,0,0,4.16666650772095,1.49387955665588,0,1,0,0
939,72,23,1,0,0,0,0,5.08333349227905,1.47926545143127,0,1,0,0
939,73,24,1,0,0,0,0,6.08333349227905,1.41901874542236,0,1,0,0
940,68,24,1,0,0,0,0,0,1.4039489030838,0,1,0,0
940,69,25,1,0,0,0,0,0.916666686534882,1.93891656398773,0,1,0,0
940,70,26,1,0,0,1,0,2,1.93148732185364,0,1,0,0
940,71,27,1,0,0,0,0,3.08333325386047,1.94813477993011,0,1,0,0
940,72,28,1,0,0,1,0,4,1.67771673202515,0,1,0,0
940,73,29,1,0,0,1,0,5,1.78974103927612,0,1,0,0
940,75,31,1,0,0,0,0,7,1.58203864097595,0,1,0,0
940,77,33,1,0,0,1,0,8.91666698455811,1.90904259681702,0,1,0,0
940,78,34,1,0,0,1,0,9.91666698455811,2.09880518913269,0,1,0,0
940,80,36,1,0,0,1,0,11.9166669845581,2.00172972679138,0,1,0,0
940,82,38,1,0,0,1,0,13.9166669845581,1.67709624767303,0,1,0,0
940,83,39,1,0,0,1,0,14.9166669845581,1.68792712688446,0,1,0,0
940,87,43,1,0,0,1,0,19,1.90793061256409,0,1,0,0
940,88,44,1,0,0,1,0,20.3333339691162,1.89227712154388,0,1,0,0
941,68,20,1,0,0,0,0,2.41666674613953,1.43472075462341,0,1,0,0
941,69,21,1,0,0,0,0,0.666666686534882,1.73746633529663,0,1,0,0
941,70,22,1,0,0,0,0,1.75,1.72176694869995,0,1,0,0
941,71,23,1,0,0,0,0,2.83333325386047,1.86544299125671,0,1,0,0
941,72,24,1,0,0,0,0,3.75,1.87656736373901,0,1,0,0
941,73,25,1,0,0,0,0,3.91666674613953,1.89282763004303,0,1,0,0
941,80,32,1,0,0,0,0,2.58333325386047,1.33779263496399,0,1,0,0
941,82,34,1,0,0,0,0,4.58333349227905,1.26694738864899,0,1,0,0
941,83,35,1,0,0,0,0,5.58333349227905,1.29481911659241,0,1,0,0
941,85,37,1,0,0,0,0,7.58333349227905,1.30123567581177,0,1,0,0
941,87,39,1,0,0,0,0,9.66666698455811,1.40616202354431,0,1,0,0
942,82,39,1,0,0,0,0,8.5,1.49962294101715,0,1,0,0
942,83,40,1,0,0,0,0,9.5,1.569256067276,0,1,0,0
942,85,42,1,0,0,0,0,11.5833330154419,1.49968695640564,0,1,0,0
942,87,44,1,0,0,0,0,13.5,1.20731174945831,0,1,0,0
942,88,45,1,0,0,0,0,14.9166669845581,1.3927149772644,0,1,0,0
943,68,25,0,0,0,0,0,0.25,1.66149413585663,1,1,0,0
943,70,27,0,0,0,0,0,1.25,1.76258909702301,1,1,0,0
943,71,28,1,0,0,0,0,2.16666674613953,1.73682546615601,0,1,0,0
943,72,29,1,0,0,0,4,0,1.93080711364746,0,1,0,0
943,73,30,0,0,0,0,1,0.333333343267441,1.77302694320679,1,1,0,0
943,75,32,1,0,0,0,0,1,2.05896282196045,0,1,0,0
943,77,34,0,0,0,0,0,3,2.13307428359985,1,1,0,0
943,78,35,0,0,0,0,0,4,2.28141260147095,1,1,0,0
943,80,37,1,0,0,0,0,6,2.31634664535522,0,1,0,0
943,85,42,1,0,0,0,0,9.33333301544189,2.44222116470337,0,1,0,0
943,88,45,1,0,0,0,0,2.58333325386047,1.81928896903992,0,1,0,0
944,87,43,1,0,0,0,0,1,1.5823175907135,0,1,0,0
945,68,23,0,1,0,0,0,0.16666667163372,1.15708923339844,0,1,0,0
945,71,26,0,1,0,0,1,0.5,1.25176346302032,0,1,0,0
945,72,27,0,1,0,0,9,1.83333337306976,1.23142921924591,0,1,0,0
947,77,30,1,0,1,1,0,5.33333349227905,2.20005202293396,0,1,0,0
947,78,31,1,0,1,1,0,6.41666650772095,2.00178170204163,0,1,0,0
947,80,33,1,0,1,0,0,8.33333301544189,2.05044555664063,0,1,0,0
947,82,35,1,0,1,0,0,10.3333330154419,2.39607501029968,0,1,0,0
947,85,38,1,0,1,0,0,13.4166669845581,2.41597771644592,0,1,0,0
947,87,40,1,0,1,1,2,15.3333330154419,2.23603749275208,0,1,0,0
947,88,41,1,0,1,0,0,15.75,2.20954442024231,0,1,0,0
948,85,36,1,0,0,0,0,0.75,1.86986994743347,0,1,0,0
948,87,38,1,0,0,0,0,2.66666674613953,2.00594425201416,0,1,0,0
948,88,40,1,0,0,0,0,3.58333325386047,2.06417870521545,0,1,0,0
949,85,38,1,0,0,0,5,0.5,1.12862300872803,0,1,0,0
949,87,40,1,0,0,0,0,2.41666674613953,1.24412512779236,0,1,0,0
949,88,41,1,0,0,0,0,3.83333325386047,1.42227327823639,0,1,0,0
950,87,38,1,0,0,0,0,9.33333301544189,1.90045893192291,0,1,0,0
950,88,39,1,0,0,1,0,10.6666669845581,1.86271858215332,0,1,0,0
951,68,19,0,0,0,0,0,0.16666667163372,1.15708923339844,1,1,0,0
951,70,21,1,0,0,0,0,1.16666662693024,1.58823502063751,0,1,0,0
951,71,22,1,0,0,0,0,1.58333337306976,1.65722858905792,0,1,0,0
951,72,23,1,0,0,0,0,1.41666662693024,1.44452261924744,0,1,0,0
951,73,24,0,0,0,0,0,2.41666674613953,1.6094377040863,1,1,0,0
951,75,26,1,0,0,0,1,4.41666650772095,1.74802398681641,0,1,0,0
951,87,38,1,0,0,1,0,2.08333325386047,1.25610113143921,0,1,0,0
951,88,40,1,0,0,1,0,2.83333325386047,1.6158584356308,0,1,0,0
952,72,19,0,1,0,0,4,0.333333343267441,1.34921228885651,0,1,0,0
952,73,20,0,1,0,0,14,0.5,1.38736438751221,0,1,0,0
953,69,21,1,0,0,0,0,0.583333313465118,1.36160135269165,0,1,0,0
953,71,23,1,0,0,1,0,0.16666667163372,1.38851857185364,0,1,0,0
953,75,27,1,0,0,0,12,1.58333337306976,1.55386781692505,0,1,0,0
953,77,29,1,0,0,0,18,0.666666686534882,1.23787403106689,0,1,0,0
953,78,30,1,0,0,0,1,1.75,1.45900464057922,0,1,0,0
953,80,32,0,0,0,1,1,1.16666662693024,1.97163987159729,1,1,0,0
953,83,35,0,0,0,1,2,4.25,1.81611585617065,1,1,0,0
953,85,37,0,0,0,0,0,0.416666656732559,1.64810681343079,1,1,0,0
953,87,39,0,0,0,0,3,0.0833333358168602,1.81571745872498,1,1,0,0
953,88,40,0,0,0,0,0,1.5,1.82319760322571,1,1,0,0
954,87,38,0,0,1,1,0,1,1.97510182857513,1,1,0,0
955,71,19,1,0,0,0,10,0.25,2.15463089942932,0,1,0,0
955,85,33,1,0,0,1,0,1.16666662693024,1.27654349803925,0,1,0,0
955,87,35,1,0,0,1,0,1.33333337306976,1.65359878540039,0,1,0,0
955,88,37,1,0,0,1,0,2.66666674613953,1.66121375560761,0,1,0,0
956,75,28,0,0,0,0,25,0.5,1.2173957824707,1,1,0,0
956,77,30,0,0,0,0,4,0.25,2.08239316940308,1,1,0,0
956,78,31,0,0,0,0,0,0.16666667163372,1.11464142799377,1,1,0,0
956,82,35,0,0,0,0,0,0.25,2.45616388320923,1,1,0,0
956,88,41,1,0,0,1,5,0.75,1.94659972190857,0,1,0,0
957,68,19,0,1,0,0,1,0.833333313465118,1.43472075462341,0,1,0,0
957,69,20,0,1,0,0,1,0.75,1.5847452878952,0,1,0,0
957,70,21,0,1,0,0,0,1.33333337306976,1.59469497203827,0,1,0,0
957,71,22,0,1,0,0,0,1.41666662693024,1.58918917179108,0,1,0,0
957,72,23,1,0,0,0,0,2.41666674613953,1.54988288879395,0,1,0,0
957,73,24,1,0,0,0,0,3.33333325386047,1.48963618278503,0,1,0,0
957,75,26,1,0,0,0,25,0.666666686534882,1.6228609085083,0,1,0,0
957,87,38,1,0,0,0,0,0.333333343267441,1.20731174945831,0,1,0,0
957,88,39,1,0,0,0,0,1.75,1.21119260787964,0,1,0,0
958,71,18,0,1,0,0,6,0.5,0.800732374191284,0,1,0,0
958,72,19,1,0,0,0,3,0.916666686534882,0.283390015363693,0,1,0,0
958,73,20,1,0,0,0,0,0.666666686534882,1.39432656764984,0,1,0,0
958,77,24,1,0,0,0,0,3.5,1.09811246395111,0,1,0,0
958,78,25,1,0,0,0,0,4.5,1.94351303577423,0,1,0,0
958,80,27,1,0,0,0,0,6.41666650772095,1.75330829620361,0,1,0,0
958,82,29,1,0,0,0,0,8.5,1.42551505565643,0,1,0,0
958,83,30,1,0,0,0,0,9.5,1.05843043327332,0,1,0,0
958,85,32,1,0,0,0,0,11.4166669845581,1.90515208244324,0,1,0,0
958,88,36,1,0,0,0,0,0.75,1.28735446929932,0,1,0,0
959,68,23,1,0,0,0,20,0.333333343267441,1.30550909042358,0,1,0,0
959,69,24,1,0,0,0,0,0.916666686534882,1.19908261299133,0,1,0,0
959,70,25,1,0,0,0,0,1.41666662693024,1.42222630977631,0,1,0,0
959,82,37,1,0,0,0,0,1.25,1.32175588607788,0,1,0,0
960,70,22,0,1,0,0,0,0.0833333358168602,1.42222630977631,0,1,0,0
960,71,23,0,1,0,0,1,1.25,1.37692654132843,0,1,0,0
